segment,specialty,state,provider_count,avg_services,avg_payment
High Volume Low Value,Cardiac Surgery,NY,2,2688.0,82.50443901003334
Low Volume Low Value,Ambulance Service Provider,CA,3,474.26666666666665,22.60424894095
Low Volume High Value,Maxillofacial Surgery,FL,7,183.71428571428572,165.3965604200578
Low Volume High Value,Addiction Medicine,NY,3,186.66666666666666,164.9307395081111
High Volume Low Value,Otolaryngology,CA,202,2702.420792079208,77.72661483647798
Low Volume High Value,Hand Surgery,FL,7,593.5714285714286,127.62435663355087
High Volume High Value,Hospitalist,CA,81,1674.1358024691358,108.99169525722871
Low Volume High Value,Independent Diagnostic Testing Facility (IDTF),CA,118,228.72881355932202,302.8988041274533
Low Volume High Value,Sports Medicine,CA,16,526.8125,202.72120815999043
Low Volume Low Value,Medical Toxicology,NY,1,470.0,75.45168042311667
High Volume High Value,Colorectal Surgery (Proctology),CA,10,1891.4,150.92614052300178
High Volume High Value,Opioid Treatment Program,TX,3,1574.3333333333333,119.64053370466667
High Volume Low Value,Gynecological Oncology,FL,2,9760.0,83.8703469978824
High Volume Low Value,Centralized Flu,PA,165,2405.4727272727273,44.064773131675565
Low Volume Low Value,Obstetrics & Gynecology,FL,993,186.06042296072508,58.64982572378248
Low Volume Low Value,Nuclear Medicine,CA,31,257.6774193548387,52.78473149741839
Low Volume Low Value,Neuropsychiatry,FL,4,318.25,83.3599298815625
High Volume Low Value,Audiologist,FL,30,1339.5666666666666,35.019117155903174
Low Volume High Value,Geriatric Psychiatry,NY,5,405.8,109.29584860962669
Low Volume High Value,Undefined Physician type,PA,1,433.0,113.20610441880001
High Volume Low Value,Neurology,NY,153,11689.045751633987,79.49859123797457
Low Volume Low Value,Physical Therapist in Private Practice,PA,788,502.8921319796954,24.961849634741508
Low Volume Low Value,Certified Nurse Midwife,PA,17,38.294117647058826,40.94650463600981
High Volume High Value,Infectious Disease,FL,66,41111.878787878784,105.9466411489043
High Volume Low Value,Plastic and Reconstructive Surgery,CA,17,3151.176470588235,81.96212599279481
Low Volume Low Value,Sleep Medicine,TX,12,411.6666666666667,73.05242643397963
Low Volume High Value,Anesthesiology,CA,2535,159.1250493096647,149.78108058385243
Low Volume High Value,Vascular Surgery,CA,85,489.29411764705884,204.6033851457936
Low Volume Low Value,General Practice,FL,572,200.62937062937064,60.782583019695004
High Volume Low Value,Orthopedic Surgery,CA,236,5889.544491525424,66.17676538049061
High Volume High Value,Independent Diagnostic Testing Facility (IDTF),NY,27,21172.88888888889,149.55187685893748
High Volume Low Value,Obstetrics & Gynecology,PA,35,8913.971428571429,52.252286252276136
High Volume High Value,Opioid Treatment Program,CA,69,2407.2028985507245,139.38206953656956
High Volume High Value,Clinical Laboratory,PA,10,75857.51999999999,662.197035659816
High Volume Low Value,Critical Care (Intensivists),FL,29,2479.2758620689656,81.48649251522184
Low Volume High Value,Pediatric Medicine,CA,19,190.94736842105263,133.63819289949564
Low Volume Low Value,Optometry,PA,1238,289.0767366720517,55.325689932439886
Low Volume Low Value,Optometry,CA,1911,216.78649921507065,64.43846214988976
Low Volume Low Value,Mass Immunizer Roster Biller,CA,983,434.580976602238,45.3839796390478
Low Volume High Value,Critical Care (Intensivists),FL,250,276.48,127.40190489742275
Low Volume Low Value,Undersea and Hyperbaric Medicine,FL,7,341.7142857142857,62.81183016137738
High Volume High Value,Interventional Cardiology,FL,169,4387.544378698225,175.01295487633462
Low Volume High Value,Certified Clinical Nurse Specialist,TX,14,122.28571428571429,116.41911490839287
High Volume Low Value,Gastroenterology,FL,109,5463.027522935779,89.85440435023335
High Volume High Value,Hospitalist,FL,22,1925.3181818181818,106.48909658116737
Low Volume High Value,Psychiatry,TX,90,183.5,120.1794057623748
High Volume Low Value,Undersea and Hyperbaric Medicine,TX,9,1616.6666666666667,63.400044253198075
High Volume High Value,Cardiac Surgery,TX,5,1991.0,269.7015439142373
High Volume Low Value,Radiation Oncology,NY,13,1749.3076923076924,89.09145821394729
High Volume High Value,Endocrinology,PA,4,1412.0,107.09792881774881
Low Volume High Value,Neurosurgery,FL,242,370.62396694214874,249.74109468242224
High Volume High Value,Ophthalmology,TX,542,5486.027675276753,158.00144092745853
High Volume High Value,Physical Medicine and Rehabilitation,TX,39,3061.871794871795,132.6981912959785
Low Volume High Value,Pain Management,NY,38,356.94736842105266,128.1446245466549
High Volume Low Value,Hematology-Oncology,FL,404,100837.01336633663,48.05251405912768
High Volume Low Value,Family Practice,CA,1534,4889.619817470665,63.59651134150716
Low Volume Low Value,Pharmacy,TX,228,220.9561403508772,40.21496811779155
High Volume Low Value,Chiropractic,PA,152,1418.467105263158,26.33294324432126
High Volume Low Value,Medical Oncology,FL,84,104137.66666666667,48.232894445026375
High Volume High Value,Optometry,CA,26,5822.538461538462,120.0727421731196
Low Volume Low Value,Dentist,NY,10,75.1,47.6643790489
Low Volume Low Value,Clinic or Group Practice,TX,1,57.0,83.66114942533333
Low Volume High Value,Sports Medicine,NY,9,355.8888888888889,147.02998749197656
Low Volume High Value,Neurosurgery,CA,295,345.728813559322,228.676372842202
Low Volume High Value,Emergency Medicine,TX,950,299.40736842105264,116.15674762013889
Low Volume Low Value,General Practice,NY,85,383.0470588235294,65.77984129131183
High Volume High Value,Nephrology,CA,441,2650.1360544217687,141.48991801462122
Low Volume Low Value,Cardiology,TX,291,423.8591065292096,59.39184231834667
High Volume High Value,"Psychologist, Clinical",TX,8,1312.625,105.9159644407646
High Volume High Value,Critical Care (Intensivists),TX,7,2722.714285714286,116.4884185073446
High Volume Low Value,Home Infusion Therapy Services,FL,2,1708.5,21.273963870750002
High Volume High Value,Independent Diagnostic Testing Facility (IDTF),PA,12,22036.666666666668,324.9672552030125
Low Volume High Value,Hematopoietic Cell Transplantation and Cellular Therapy,TX,13,455.61538461538464,109.86307846345404
Low Volume Low Value,Anesthesiology Assistant,FL,231,66.7965367965368,69.04637168551487
Low Volume High Value,Certified Registered Nurse Anesthetist (CRNA),FL,2100,119.34904761904762,153.6256316334385
Low Volume Low Value,Hospitalist,PA,690,491.5608695652174,82.05716790392277
High Volume High Value,Opioid Treatment Program,NY,25,2093.92,140.43974873691334
High Volume High Value,Plastic and Reconstructive Surgery,FL,22,2318.8636363636365,238.72915342193264
Low Volume High Value,Optometry,NY,71,134.85915492957747,117.49257911118401
Low Volume High Value,Urology,CA,129,444.4418604651163,174.54976213409577
Low Volume Low Value,Gynecological Oncology,FL,17,217.88235294117646,81.29498796115294
Low Volume Low Value,Interventional Pain Management,NY,14,375.07142857142856,76.6033189541384
High Volume High Value,Licensed Clinical Social Worker,CA,1,1259.0,101.980044678
Low Volume Low Value,Certified Clinical Nurse Specialist,TX,133,314.5563909774436,61.196762549620416
High Volume High Value,Sports Medicine,CA,34,5433.941176470588,176.70545994294903
Low Volume Low Value,Pulmonary Disease,CA,272,480.5882352941176,73.0277644993627
High Volume High Value,Thoracic Surgery,FL,7,1483.4285714285713,217.76951622189864
High Volume Low Value,Plastic and Reconstructive Surgery,PA,8,1370.75,79.61490585327692
High Volume Low Value,Critical Care (Intensivists),TX,49,2271.5102040816328,69.81642327419738
High Volume Low Value,All Other Suppliers,FL,3,10635.333333333334,30.08483064322222
Low Volume High Value,Otolaryngology,CA,171,459.1637426900585,177.81372371809624
Low Volume Low Value,Diagnostic Radiology,PA,294,521.6326530612245,42.19302461066578
Low Volume High Value,Physician Assistant,PA,445,86.47415730337079,125.07617485367564
Low Volume High Value,Physician Assistant,FL,557,117.1669658886894,130.37842105919512
High Volume Low Value,Endocrinology,NY,221,6577.787330316742,60.397097191151126
Low Volume Low Value,Registered Dietitian or Nutrition Professional,CA,153,179.69934640522877,33.72566440685239
Low Volume High Value,Cardiac Surgery,FL,59,246.89830508474577,339.93279289247175
Low Volume Low Value,Geriatric Medicine,FL,33,408.3030303030303,72.94046555898424
High Volume Low Value,Ophthalmology,NY,336,2408.2666666666664,74.54811906470783
High Volume High Value,Pulmonary Disease,TX,43,2454.1162790697676,120.83538787773111
Low Volume High Value,Allergy/ Immunology,NY,14,162.71428571428572,113.87341475155189
Low Volume Low Value,Thoracic Surgery,TX,26,160.96153846153845,74.72757241635547
High Volume High Value,Hematology,TX,1,38911.0,121.98010865399999
Low Volume Low Value,Gynecological Oncology,TX,25,191.64,74.33891779414404
High Volume High Value,Surgical Oncology,CA,2,1817.0,202.95196525943857
High Volume High Value,Ophthalmology,CA,956,5396.580543933054,157.6305638454552
Low Volume Low Value,Orthopedic Surgery,FL,327,374.93669724770643,63.701103180707776
High Volume Low Value,Optometry,PA,167,1772.1556886227545,51.764027662159044
Low Volume Low Value,Occupational Therapist in Private Practice,FL,223,488.31390134529147,27.61203052313412
Low Volume Low Value,Dermatology,CA,290,423.2758620689655,66.43738219900823
Low Volume Low Value,Home Infusion Therapy Services,CA,1,866.0,45.998775982
High Volume High Value,General Practice,FL,13,3073.923076923077,121.16257694463592
High Volume High Value,Psychiatry,TX,8,1984.25,124.32189361370237
Low Volume Low Value,Addiction Medicine,FL,6,206.5,77.11149049540556
High Volume High Value,Rheumatology,CA,3,4568.333333333333,105.95032810999014
High Volume Low Value,Cardiology,PA,618,2710.8996763754044,60.97051991110726
High Volume High Value,Internal Medicine,CA,492,2842.8536585365855,119.43604638614843
High Volume High Value,Internal Medicine,NY,310,2668.1635483870964,117.06239259299154
High Volume Low Value,Radiation Oncology,FL,25,1938.32,92.12195588640213
High Volume High Value,Micrographic Dermatologic Surgery,PA,17,4918.058823529412,211.59175203357051
Low Volume High Value,Micrographic Dermatologic Surgery,PA,3,822.0,204.13776184803805
High Volume Low Value,Podiatry,NY,834,2692.201438848921,61.543486300565554
Low Volume High Value,Ophthalmology,FL,83,519.2168674698795,153.96260658662584
Low Volume High Value,Speech Language Pathologist,NY,36,347.05555555555554,121.76003971819677
Low Volume High Value,Obstetrics & Gynecology,TX,45,202.6,136.95045538514674
High Volume High Value,Hematology,FL,2,1461.0,102.27977495759998
High Volume High Value,Sleep Medicine,PA,1,1114.0,153.553726425
Low Volume High Value,Certified Clinical Nurse Specialist,CA,2,97.5,105.0109052875
High Volume High Value,Certified Clinical Nurse Specialist,TX,2,2520.0,114.18010481517499
High Volume Low Value,Neuropsychiatry,PA,1,1292.0,82.00863955966666
Low Volume Low Value,Neuropsychiatry,PA,1,100.0,84.26593080933334
Low Volume High Value,Hematopoietic Cell Transplantation and Cellular Therapy,FL,1,86.0,124.14810908999999
Low Volume Low Value,Peripheral Vascular Disease,PA,1,844.0,48.28299649081764
High Volume Low Value,Neurosurgery,PA,1,4847.0,80.6397558466875
High Volume Low Value,Undersea and Hyperbaric Medicine,FL,1,1209.0,59.43362197457143
High Volume Low Value,Unknown Supplier/Provider Specialty,CA,1,1344.0,30.51730932552857
High Volume Low Value,Hematology,FL,8,36588.0,69.41543737095655
High Volume High Value,Pediatric Medicine,TX,1,1095.0,147.02315308506
Low Volume High Value,Physical Therapist in Private Practice,CA,2,208.0,161.515131429625
High Volume High Value,Peripheral Vascular Disease,NY,1,1009.0,198.94107934000002
High Volume Low Value,Undersea and Hyperbaric Medicine,PA,2,1217.0,45.8201363723
Low Volume Low Value,Undefined Physician type,TX,1,466.0,83.95259611366667
Low Volume High Value,Medical Toxicology,PA,1,229.0,106.64916344066667
High Volume High Value,Certified Registered Nurse Anesthetist (CRNA),PA,2,1146.5,113.1659485806932
Low Volume Low Value,Adult Congenital Heart Disease,FL,1,871.0,82.46572855462354
High Volume High Value,Pharmacy,CA,1,9292.0,901.3677382717776
High Volume Low Value,Neurosurgery,TX,1,6616.0,79.92853722470969
Low Volume Low Value,Clinic or Group Practice,FL,1,304.0,11.76
Low Volume High Value,Peripheral Vascular Disease,FL,1,806.0,124.33607898420001
Low Volume High Value,Geriatric Psychiatry,TX,2,313.0,118.42624600620834
High Volume Low Value,Cardiac Surgery,PA,2,2575.5,63.12123923851786
Low Volume Low Value,All Other Suppliers,CA,1,265.0,31.514342105250005
High Volume High Value,Speech Language Pathologist,TX,1,1122.0,114.79251453
Low Volume High Value,Osteopathic Manipulative Medicine,FL,4,380.75,127.40253836220833
Low Volume Low Value,Undefined Physician type,PA,4,401.0,80.56946068283901
High Volume Low Value,All Other Suppliers,CA,1,19813.0,55.8482372785
High Volume High Value,All Other Suppliers,FL,2,8082.5,2837.8699324958848
Low Volume High Value,Hand Surgery,TX,5,405.4,124.79488300778553
High Volume High Value,Nurse Practitioner,PA,2,1640.0,109.13575575482477
Low Volume High Value,Preventive Medicine,PA,1,242.0,114.51001454366667
Low Volume High Value,Osteopathic Manipulative Medicine,PA,2,32.5,173.66476045233333
Low Volume Low Value,Medicare Diabetes Preventive Program,PA,1,24.0,69.43125
Low Volume High Value,Dentist,PA,1,328.0,939.8562353007778
High Volume High Value,Peripheral Vascular Disease,TX,1,1832.0,425.1598708508461
Low Volume Low Value,Unknown Supplier/Provider Specialty,TX,1,13.0,29.1
Low Volume Low Value,Adult Congenital Heart Disease,PA,2,277.5,43.93399196800125
Low Volume High Value,Certified Clinical Nurse Specialist,FL,1,16.0,161.25625
High Volume Low Value,All Other Suppliers,NY,2,3614.5,45.47888266895455
High Volume Low Value,Thoracic Surgery,TX,1,4001.0,63.551081548325
High Volume High Value,Surgical Oncology,NY,3,3363.6666666666665,179.11790978331237
Low Volume Low Value,All Other Suppliers,NY,1,336.0,41.8657172
Low Volume Low Value,Ambulatory Surgical Center,PA,1,40.0,92.015307488
High Volume High Value,Mass Immunizer Roster Biller,PA,2,6900.5,123.35684813140001
Low Volume Low Value,Medical Genetics and Genomics,FL,2,163.5,96.7338727555
High Volume Low Value,Surgical Oncology,CA,1,24005.0,35.12240234453901
High Volume Low Value,Micrographic Dermatologic Surgery,PA,1,1587.0,53.61517790679286
High Volume High Value,Pharmacy,PA,3,3329.6666666666665,198.6703485391389
High Volume High Value,Geriatric Psychiatry,TX,1,1296.0,111.17969182585713
Low Volume High Value,Medical Genetics and Genomics,FL,1,147.0,139.9654626233333
Low Volume Low Value,Undersea and Hyperbaric Medicine,CA,2,703.0,70.63666582412857
High Volume Low Value,Home Infusion Therapy Services,PA,1,2716.0,17.952113402
High Volume High Value,Addiction Medicine,FL,1,3349.0,139.74691457246502
High Volume Low Value,Preventive Medicine,NY,1,1004.0,54.19441989508332
Low Volume Low Value,Mammography Center,FL,2,331.5,90.891698451
Low Volume Low Value,Hematopoietic Cell Transplantation and Cellular Therapy,CA,1,117.0,93.50960600966668
High Volume Low Value,Neuropsychiatry,NY,2,1134.5,76.617009699875
Low Volume High Value,Physical Therapist in Private Practice,NY,2,355.0,114.87737745312499
High Volume Low Value,Addiction Medicine,TX,1,2412.0,98.008206508
High Volume Low Value,Gynecological Oncology,CA,1,13708.0,61.39459818079375
High Volume High Value,Thoracic Surgery,PA,1,1592.0,307.4174710235294
High Volume Low Value,Dentist,CA,1,23428.0,93.56006597491819
High Volume High Value,Speech Language Pathologist,FL,1,1144.0,109.09778799424998
High Volume Low Value,Colorectal Surgery (Proctology),NY,1,1830.0,56.1711651045
High Volume Low Value,Neuropsychiatry,CA,2,2105.5,66.57366384988333
High Volume Low Value,Certified Registered Nurse Anesthetist (CRNA),NY,1,1007.0,68.57060745075
High Volume High Value,Certified Clinical Nurse Specialist,NY,1,2342.0,115.548553946
High Volume High Value,Oral Surgery (Dentist only),FL,1,3604.0,509.60778539165005
Low Volume Low Value,Unknown Supplier/Provider Specialty,NY,1,32.0,24.0234375
Low Volume Low Value,Peripheral Vascular Disease,FL,1,181.0,28.144676724000004
High Volume High Value,Undersea and Hyperbaric Medicine,CA,1,1153.0,140.19690292211112
Low Volume High Value,Pathology,FL,1,839.0,104.63775589175
High Volume High Value,Pharmacy,TX,1,2404.0,725.3497157944
High Volume High Value,Physical Therapist in Private Practice,NY,1,5881.0,128.13031760775002
Low Volume High Value,Neuropsychiatry,CA,5,322.6,128.39766340083094
Low Volume Low Value,Mammography Center,CA,1,29.0,84.156764705
High Volume High Value,Speech Language Pathologist,CA,1,1022.0,110.07670408999999
Low Volume High Value,Peripheral Vascular Disease,TX,1,515.0,297.5979838493636
High Volume High Value,Osteopathic Manipulative Medicine,NY,1,1976.0,123.68284220723334
Low Volume Low Value,Peripheral Vascular Disease,NY,1,132.0,70.29332641875
Low Volume High Value,Home Infusion Therapy Services,PA,1,710.0,104.36012221464999
Low Volume High Value,Hand Surgery,PA,6,345.1666666666667,127.38949324818071
Low Volume High Value,Preventive Medicine,NY,1,21.0,112.16857143
High Volume High Value,Hematopoietic Cell Transplantation and Cellular Therapy,TX,1,1263.0,108.609317862375
High Volume Low Value,Certified Clinical Nurse Specialist,PA,1,1239.0,96.791710615
High Volume Low Value,Micrographic Dermatologic Surgery,NY,1,1291.0,69.72812661806665
Low Volume High Value,Nuclear Medicine,FL,1,893.0,831.964289485
Low Volume High Value,Addiction Medicine,PA,1,95.0,145.918
High Volume High Value,General Practice,TX,2,1390.5,101.52341154242856
High Volume Low Value,Geriatric Psychiatry,NY,1,1050.0,86.33411026725
High Volume Low Value,Addiction Medicine,FL,1,2238.0,90.75758529985715
